Cmdline: /system/bin/simpleperf record --app com.example.openxcpro.debug --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 --add-meta-info app_type=debuggable -f 400 --duration 95
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 63564
Event count: 255784272155

Overhead  Sample  Command                      Pid    Tid    Shared Object                                                                                                                     Symbol
0.00%     1       com.example.openxcpro.debug  15948  15948  /system/lib64/libbinder.so                                                                                                        android::binder::Status::setFromStatusT(int)
0.00%     1       com.example.openxcpro.debug  15948  15948  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    __system_property_area_serial
0.00%     1       DefaultDispatch              15948  16002  [JIT app cache]                                                                                                                   java.time.LocalDateTime.toString
0.00%     1       DefaultDispatch              15948  15998  [JIT app cache]                                                                                                                   kotlin.sequences.FilteringSequence.access$getPredicate$p
0.00%     2       Worker 4                     15948  16066  /apex/com.android.art/lib64/libart.so                                                                                             art::JValue art::InvokeVirtualOrInterfaceWithVarArgs<_jmethodID*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jmethodID*, std::__va_list)
0.00%     2       DefaultDispatch              15948  15998  [JIT app cache]                                                                                                                   java.lang.Double.doubleValue
0.00%     1       RenderThread                 15948  15978  /system/lib64/libc++.so                                                                                                           operator delete[](void*, unsigned long)
0.00%     1       com.example.openxcpro.debug  15948  15948  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    android::properties::PropertyInfoArea::CheckPrefixMatch(char const*, android::properties::TrieNode const&, unsigned int*, unsigned int*) const
0.00%     2       DefaultDispatch              15948  16094  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.WorkQueue.add
0.00%     2       DefaultDispatch              15948  15973  [JIT app cache]                                                                                                                   com.example.xcpro.sensors.domain.CalculateFlightMetricsRuntime.execute
0.00%     2       DefaultDispatch              15948  16007  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.isRendezvousOrUnlimited
0.00%     2       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlin.sequences.SequencesKt___SequencesKt.sortedWith
0.00%     1       com.example.openxcpro.debug  15948  15948  /apex/com.android.art/lib64/libart.so                                                                                             art::Object_identityHashCodeNative(_JNIEnv*, _jclass*, _jobject*) (.__uniq.93429965329032005513714586366871002690)
0.00%     2       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlinx.coroutines.JobSupport.getKey
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6d93d0]
0.00%     2       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlinx.coroutines.AbstractTimeSourceKt.access$getTimeSource$p
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          GrGeometryProcessor::ProgramImpl::ComputeMatrixKeys(GrShaderCaps const&, SkMatrix const&, SkMatrix const&)
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.xcpro.tasks.core.RacingFinishCustomParams$Companion.from
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlin.Pair.component2
0.00%     2       DefaultDispatch              15948  16003  [JIT app cache]                                                                                                                   java.lang.AbstractStringBuilder.ensureCapacityInternal
0.00%     1       DefaultDispatch              15948  15998  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.receiveCatching-JP2dKIU$suspendImpl
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkCanvas::drawAnnotation(SkRect const&, char const*, SkData*)
0.00%     1       com.example.openxcpro.debug  15948  15948  /apex/com.android.art/lib64/libart.so                                                                                             art::(anonymous namespace)::CheckJNI::ReleaseStringChars(_JNIEnv*, _jstring*, unsigned short const*) (.__uniq.99033978352804627313491551960229047428.llvm.12386659457840031734)
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.ui.node.DrawModifierNodeKt.invalidateDraw
0.00%     1       RenderThread 20              15948  16067  /system/lib64/libgui.so                                                                                                           android::BufferQueueConsumer::acquireBuffer(android::BufferItem*, long, unsigned long)
0.00%     2       binder:15948_5               15948  16038  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    scudo::Allocator<scudo::AndroidNormalConfig, &(scudo_malloc_postinit)>::quarantineOrDeallocateChunk(scudo::Options const&, void*, scudo::Chunk::UnpackedHeader*, unsigned long)
0.00%     2       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlin.ResultKt.throwOnFailure
0.00%     1       Worker 3                     15948  16065  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+64cbf8]
0.00%     1       Worker 1                     15948  16063  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+5f21ac]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6b9510]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6c2824]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6e6684]
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          GrColorInfo::makeColorType(GrColorType) const
0.00%     1       RenderThread                 15948  15978  /vendor/lib64/libgsl.so                                                                                                           gsl_command_issueib_with_alloc_list
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.view.View.appendId
0.00%     1       Worker 3                     15948  16065  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+64c820]
0.00%     1       com.example.openxcpro.debug  15948  15948  /apex/com.android.art/lib64/libdexfile.so                                                                                         art::CatchHandlerIterator::CatchHandlerIterator(art::CodeItemDataAccessor const&, unsigned int)
0.00%     1       RenderThread 20              15948  16067  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!a3b941d2c474fedcb441f325cd2203!0c393b63cf!
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.view.ViewRootImpl.shouldTouchBoost
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.icu.impl.number.DecimalQuantity_DualStorageBCD.<init>
0.00%     1       RenderThread 20              15948  16067  /system/lib64/libGLESv3.so                                                                                                        glEnable
0.00%     1       DefaultDispatch              15948  16002  [JIT app cache]                                                                                                                   com.example.xcpro.flightdata.FlightDisplayMapper.map
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6f2ce8]
0.00%     2       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   kotlinx.coroutines.internal.DispatchedContinuation.isReusable$kotlinx_coroutines_core
0.00%     2       DefaultDispatch              15948  16001  [JIT app cache]                                                                                                                   kotlinx.coroutines.internal.DispatchedContinuation.tryReleaseClaimedContinuation$kotlinx_coroutines_core
0.00%     1       RenderThread                 15948  15978  /system/lib64/libgui.so                                                                                                           android::BufferQueueProducer::queueBuffer(int, android::IGraphicBufferProducer::QueueBufferInput const&, android::IGraphicBufferProducer::QueueBufferOutput*)
0.00%     1       Worker 3                     15948  16065  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+864248]
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.ui.node.NodeCoordinator.getParentData
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.view.ViewRootImpl.onDescendantInvalidated
0.00%     2       DefaultDispatch              15948  15998  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.expandBuffer
0.00%     1       DefaultDispatch              15948  16094  [JIT app cache]                                                                                                                   com.example.xcpro.sensors.FlightDataEmitter.emit
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.ui.node.DepthSortedSetsForDifferentPasses.isNotEmpty
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.runtime.snapshots.SnapshotStateObserver.ensureMap
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkMatrix::mapRadius(float) const
0.00%     2       DefaultDispatch              15948  16007  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.ChannelResult.<init>
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+89a598]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+65b498]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+66d708]
0.00%     1       Worker 4                     15948  16066  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    __aarch64_swp2_rel
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.runtime.internal.ComposableLambdaImpl.invoke$lambda$0
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          neon::load_f32(SkRasterPipelineStage*, unsigned long, unsigned long, std::byte*, float vector[4], float vector[4], float vector[4], float vector[4], float vector[4], float vector[4], float vector[4], float vector[4]) (.__uniq.171973291814702829445853707239222793327)
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          (anonymous namespace)::TextureOpImpl::FillInVertices(GrCaps const&, (anonymous namespace)::TextureOpImpl*, (anonymous namespace)::TextureOpImpl::Desc*, char*) (.__uniq.170285229738785928445666313265313550490)
0.00%     1       RenderThread 20              15948  16067  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!94050ffb92ce9d2eb541a2faeb7ea2!0c393b63cf!
0.00%     1       RenderThread 20              15948  16067  /vendor/lib64/egl/eglSubDriverAndroid.so                                                                                          eglSubDriverAndroid.so[+ffc4]
0.00%     2       DefaultDispatch              15948  16007  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.executeTask
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6c2740]
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          android::uirenderer::GLUtils::dumpGLErrors()
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.view.ThreadedRenderer.updateViewTreeDisplayList
0.00%     2       DefaultDispatch              15948  16004  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler.dispatch$default
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+8d4e64]
0.00%     2       DefaultDispatch              15948  16062  [JIT app cache]                                                                                                                   com.example.dfcards.filters.Modern3StateKalmanFilter.update
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.xcpro.map.IconHeadingSmoother.update
0.00%     1       com.example.openxcpro.debug  15948  15948  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+7a8034]
0.00%     2       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.getReceivers$volatile$FU
0.00%     2       DefaultDispatch              15948  16006  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    scudo::Allocator<scudo::AndroidNormalConfig, &(scudo_malloc_postinit)>::allocate(unsigned long, scudo::Chunk::Origin, unsigned long, bool)
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkPathPriv::IsRectContour(SkPath const&, bool, int*, SkPoint const**, bool*, SkPathDirection*, SkRect*)
0.00%     2       DefaultDispatch              15948  16001  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.tryReleaseCpu
0.00%     1       RenderThread                 15948  15978  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!87204addfbbcdc1c48133df75db234!0c393b63cf!
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6dde94]
0.00%     1       Profile Saver                15948  15970  /apex/com.android.art/lib64/libprofile.so                                                                                         art::ProfileCompilationInfo::GetOrAddDexFileData(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, unsigned int, unsigned int, unsigned int)
0.00%     2       DefaultDispatch              15948  16007  [JIT app cache]                                                                                                                   kotlinx.coroutines.NodeList.isActive
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+83f418]
0.00%     3       binder:15948_4               15948  15966  /system/lib64/libbinder.so                                                                                                        int android::Parcel::readAligned<float>(float*) const
0.00%     2       DefaultDispatch              15948  16002  [JIT app cache]                                                                                                                   java.lang.Double.doubleValue
0.00%     1       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.getBufferEndCounter
0.00%     2       DefaultDispatch              15948  16001  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler.get_isTerminated$volatile$FU
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkStrikeSpec::~SkStrikeSpec()
0.00%     2       DefaultDispatch              15948  16003  [JIT app cache]                                                                                                                   kotlinx.coroutines.internal.LockFreeLinkedListNode$CondAddOp.complete
0.00%     2       DefaultDispatch              15948  16007  [JIT app cache]                                                                                                                   kotlinx.coroutines.DispatchedTaskKt.isReusableMode
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.os.PerfettoTrackEventExtra$Builder.beginNested
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6cf4f8]
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          non-virtual thunk to GrOpFlushState::allocator()
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlinx.coroutines.internal.ConcurrentLinkedListNode.trySetNext
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+8d4e2c]
0.00%     2       DefaultDispatch              15948  16006  [JIT app cache]                                                                                                                   kotlin.coroutines.CombinedContext.plus
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   java.util.LinkedHashMap$LinkedHashIterator.nextNode
0.00%     2       DefaultDispatch              15948  15998  [JIT app cache]                                                                                                                   com.example.dfcards.filters.Modern3StateKalmanFilter.matrixMultiply
0.00%     2       DefaultDispatch              15948  15971  [JIT app cache]                                                                                                                   kotlin.coroutines.jvm.internal.DebugProbesKt.probeCoroutineResumed
0.00%     1       com.example.openxcpro.debug  15948  15948  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  mbgl::MessageImpl<std::__ndk1::function<void (std::__ndk1::shared_ptr<mbgl::style::GeoJSONData>)>, void (std::__ndk1::function<void (std::__ndk1::shared_ptr<mbgl::style::GeoJSONData>)>::*)(std::__ndk1::shared_ptr<mbgl::style::GeoJSONData>) const, std::__ndk1::tuple<std::__ndk1::shared_ptr<mbgl::style::GeoJSONData> > >::operator()()
0.00%     1       DefaultDispatch              15948  16002  /apex/com.android.art/lib64/libart.so                                                                                             art::jit::Jit::MaybeEnqueueCompilation(art::ArtMethod*, art::Thread*)
0.00%     1       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.ChannelResult.getOrNull-impl
0.00%     2       DefaultDispatch              15948  16092  [JIT app cache]                                                                                                                   com.example.xcpro.glider.PolarStillAirSinkProvider.ldAtSpeed
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6da9a0]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+8ca060]
0.00%     1       com.example.openxcpro.debug  15948  15948  /apex/com.android.i18n/lib64/libicu.so                                                                                            u_charDirection
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          skgpu::ganesh::ClipStack::ClipStack(SkIRect const&, SkMatrix const*, bool)
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlinx.coroutines.selects.SelectImplementation.<init>
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6ad420]
0.00%     1       RenderThread 20              15948  16067  /apex/com.android.vndk.v31/lib64/libcutils.so                                                                                     property_get
0.00%     1       RenderThread 20              15948  16067  /system/lib64/libutils.so                                                                                                         android::VectorImpl::editArrayImpl()
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6c7068]
0.00%     2       DefaultDispatch              15948  16007  /apex/com.android.art/lib64/libart.so                                                                                             art_quick_generic_jni_trampoline
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+682694]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+5fe460]
0.00%     1       com.example.openxcpro.debug  15948  15948  /apex/com.android.art/lib64/libart.so                                                                                             art::JNI<true>::SetFloatArrayRegion(_JNIEnv*, _jfloatArray*, int, int, float const*)
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6a3260]
0.00%     1       RenderThread                 15948  15978  /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so                                                         vendor::qti::hardware::display::mapper::V4_0::implementation::QtiMapper::set(void*, android::hardware::graphics::mapper::V4_0::IMapper::MetadataType const&, android::hardware::hidl_vec<unsigned char> const&)
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+5c4318]
0.00%     2       binder:15948_2               15948  15962  /system/lib64/libgui.so                                                                                                           std::__1::__function::__func<android::BufferQueueConsumer::setMaxAcquiredBufferCount(int, std::__1::optional<std::__1::function<void ()> >)::$_0, std::__1::allocator<android::BufferQueueConsumer::setMaxAcquiredBufferCount(int, std::__1::optional<std::__1::function<void ()> >)::$_0>, void ()>::destroy_deallocate() (.__uniq.55350508245921489872194751198249379487.6c9e30e88b92377e3c920a5c886b6816)
0.00%     1       RenderThread                 15948  15978  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!853bf3403456c4883166bacbebea63!0c393b63cf!
0.00%     2       DefaultExecutor              15948  16043  /apex/com.android.art/lib64/libart.so                                                                                             art::interpreter::ArtInterpreterToCompiledCodeBridge(art::Thread*, art::ArtMethod*, art::ShadowFrame*, unsigned short, art::JValue*)
0.00%     1       Worker 1                     15948  16063  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+64c9f4]
0.00%     2       DefaultDispatch              15948  15972  /apex/com.android.art/lib64/libart.so                                                                                             bool art::interpreter::DoCall<true>(art::ArtMethod*, art::Thread*, art::ShadowFrame&, art::Instruction const*, unsigned short, bool, art::JValue*)
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlinx.coroutines.JobSupport.<init>
0.00%     2       DefaultDispatch              15948  16002  [JIT app cache]                                                                                                                   kotlinx.coroutines.internal.DispatchedContinuation.awaitReusability$kotlinx_coroutines_core
0.00%     1       DefaultDispatch              15948  16002  [JIT app cache]                                                                                                                   kotlinx.coroutines.flow.FlowKt__ZipKt$combine$$inlined$combineUnsafe$FlowKt__ZipKt$3$2.invokeSuspend
0.00%     1       DefaultDispatch              15948  16004  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.bufferOrRendezvousSend
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkDeque::pop_back()
0.00%     2       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   kotlinx.coroutines.flow.StateFlowSlot.awaitPending
0.00%     2       DefaultDispatch              15948  15971  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    __memset_chk
0.00%     2       DefaultDispatch              15948  16092  [JIT app cache]                                                                                                                   kotlin.coroutines.jvm.internal.ContinuationImpl.releaseIntercepted
0.00%     2       DefaultDispatch              15948  15973  /apex/com.android.art/lib64/libart.so                                                                                             art::RuntimeCallbacks::ThreadParkStart(bool, long)::$_0::operator()() const (.__uniq.14038455983609747804623791479376661822.llvm.13733245575607600863)
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkArenaAlloc::ensureSpace(unsigned int, unsigned int)
0.00%     2       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlin.collections.builders.ListBuilder.addAllInternal
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.view.View.getMeasuredWidth
0.00%     2       DefaultDispatch              15948  16003  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.getBufferEndCounter
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+686e10]
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          GrOpsRenderPass::drawIndexPattern(int, int, int, int, int)
0.00%     1       com.example.openxcpro.debug  15948  15948  /system/lib64/libnetd_client.so                                                                                                   (anonymous namespace)::netdClientSendto(int, void const*, unsigned long, int, sockaddr const*, unsigned int) (.cfi)
0.00%     1       Worker 1                     15948  16063  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+64c418]
0.00%     2       Worker 2                     15948  16064  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+a940a4]
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.runtime.snapshots.Snapshot.getInvalid$runtime
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+5fe530]
0.00%     1       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.runtime.external.kotlinx.collections.immutable.implementations.immutableMap.TrieNode.hasEntryAt$runtime
0.00%     1       DefaultDispatch              15948  16005  /apex/com.android.art/lib64/libart.so                                                                                             art::Thread_interrupted(_JNIEnv*, _jclass*) (.__uniq.300150332875289415499171563183413458937)
0.00%     1       Worker 4                     15948  16066  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+7a27ec]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+86746c]
0.00%     1       RenderThread 20              15948  16067  /system/lib64/libutils.so                                                                                                         @plt
0.00%     2       DefaultDispatch              15948  16001  [JIT app cache]                                                                                                                   kotlinx.coroutines.JobCancellingNode.<init>
0.00%     1       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          GrBackendFormat::GrBackendFormat()
